time,speed_kmh,P_load_kW,P_fc_kW,P_bat_kW,SOC,m_H2_cumul_kg,H2_eq_kg
1149,79.1,6.9106490658626365,8.135593220338983,-1.2249441544763462,0.5849034770040761,0.10460997229195637,0.2975864553390647
1150,78.7,6.318646656702499,8.135593220338983,-1.8169465636364839,0.5849226618534062,0.1047508173623789,0.2975864553390647
1151,78.3,6.7395085694444745,8.135593220338983,-1.3960846508945082,0.5849511118011935,0.10489166243280143,0.2975864553390647
1152,78.0,6.676128600823011,8.64406779661017,-1.9679391957871584,0.5849729754473177,0.10503974605649481,0.2975864553390647
1153,77.6,6.592294514250839,8.64406779661017,-2.0517732823593304,0.5850037876768238,0.1051878296801882,0.2975864553390647
1154,77.3,6.529921196521136,9.152542372881356,-2.6226211763602203,0.5850359113531237,0.1053430020939813,0.2975864553390647
1155,76.9,6.447423272957592,9.152542372881356,-2.705119099923764,0.5850769631263206,0.1054981745077744,0.2975864553390647
1156,76.6,6.878588701112611,9.152542372881356,-2.273953671768745,0.5851193047040922,0.10565334692156751,0.2975864553390647
1157,76.3,6.81570873214834,9.661016949152541,-2.8453082170042014,0.5851549034718003,0.10581546296252316,0.2975864553390647
1158,76.0,6.7532518670934705,10.169491525423728,-3.416239658330258,0.5851994365761461,0.10598438188144207,0.2975864553390647
1159,75.7,7.177970557594111,10.677966101694915,-3.4999955441008046,0.5852528932700208,0.10615996716572301,0.2975864553390647
1160,75.5,7.1355609115416785,10.677966101694915,-3.5424051901532367,0.5853076584967202,0.10633555245000396,0.2975864553390647
1161,75.2,7.072295178174052,11.1864406779661,-4.114145499792048,0.5853630861296304,0.10651767165530197,0.2975864553390647
1162,75.0,7.51260288065838,11.694915254237287,-4.182312373578907,0.5854274448504047,0.1067061962454659,0.2975864553390647
1163,74.8,7.469556330742271,11.694915254237287,-4.225358923495016,0.585492867804388,0.10689472083562984,0.2975864553390647
1164,74.6,7.906375200121952,12.203389830508474,-4.297014630386522,0.5855589626350788,0.10708952603043503,0.2975864553390647
1165,74.5,8.363408138526934,12.711864406779661,-4.348456268252727,0.5856261760538224,0.10729049066066013,0.2975864553390647
1166,74.4,7.862410847736647,13.220338983050848,-5.357928135314201,0.5856941923469511,0.10749749703008687,0.2975864553390647
1167,74.2,8.295738912360893,13.220338983050848,-4.924600070689955,0.5857779643482713,0.10770450339951362,0.2975864553390647
